year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2022,7,1,601,605,-4,710,710,0,WN,481,N253WN,LGA,BWI,40,185,6,5,2022-07-01T06:00:00Z
2022,7,1,601,600,1,709,715,-6,WN,451,N8680C,LGA,MDW,107,725,6,0,2022-07-01T06:00:00Z
2022,7,1,601,605,-4,753,808,-15,9E,1161,N299PQ,LGA,CLT,80,544,6,5,2022-07-01T06:00:00Z
2022,7,1,601,600,1,855,905,-10,AA,354,N930AN,EWR,MIA,152,1085,6,0,2022-07-01T06:00:00Z
2022,7,1,603,600,3,837,859,-22,AA,37,N101NN,JFK,LAX,310,2475,6,0,2022-07-01T06:00:00Z
2022,7,1,604,600,4,800,755,5,DL,260,N334NB,LGA,MSP,148,1020,6,0,2022-07-01T06:00:00Z
2022,7,1,606,601,5,852,841,11,UA,146,N882UA,EWR,IAH,206,1400,6,1,2022-07-01T06:00:00Z
2022,7,1,606,600,6,841,854,-13,NK,15,N514NK,EWR,MCO,133,937,6,0,2022-07-01T06:00:00Z
2022,7,1,606,610,-4,754,758,-4,YX,1344,N878RW,LGA,CMH,78,479,6,10,2022-07-01T06:00:00Z
2022,7,1,607,600,7,831,845,-14,DL,101,N121DU,LGA,DFW,173,1389,6,0,2022-07-01T06:00:00Z
2022,7,1,609,600,9,725,715,10,DL,677,N127DU,LGA,BOS,45,184,6,0,2022-07-01T06:00:00Z
2022,7,1,611,612,-1,845,856,-11,UA,170,N829UA,EWR,DFW,176,1372,6,12,2022-07-01T06:00:00Z
2022,7,1,613,621,-8,751,820,-29,DL,570,N365NB,EWR,MSP,141,1008,6,21,2022-07-01T06:00:00Z
2022,7,1,615,600,15,915,854,21,B6,630,N566JB,JFK,MIA,155,1089,6,0,2022-07-01T06:00:00Z
2022,7,1,616,620,-4,819,845,-26,B6,472,N987JT,JFK,LAS,283,2248,6,20,2022-07-01T06:00:00Z
2022,7,1,621,630,-9,920,944,-24,UA,161,N14107,JFK,SFO,334,2586,6,30,2022-07-01T06:00:00Z
2022,7,1,623,620,3,919,933,-14,NK,776,N677NK,EWR,MIA,154,1085,6,20,2022-07-01T06:00:00Z
2022,7,1,623,630,-7,933,948,-15,AA,19,N107NN,JFK,SFO,345,2586,6,30,2022-07-01T06:00:00Z
2022,7,1,624,630,-6,805,829,-24,YX,1050,N418YX,LGA,CMH,77,479,6,30,2022-07-01T06:00:00Z
2022,7,1,624,630,-6,914,929,-15,B6,79,N536JB,JFK,RSW,149,1074,6,30,2022-07-01T06:00:00Z
2022,7,1,625,629,-4,839,850,-11,UA,356,N54711,EWR,JAX,109,820,6,29,2022-07-01T06:00:00Z
2022,7,1,625,629,-4,912,921,-9,UA,661,N13113,EWR,LAX,308,2454,6,29,2022-07-01T06:00:00Z
2022,7,1,625,630,-5,809,826,-17,UA,606,N77525,EWR,MSP,141,1008,6,30,2022-07-01T06:00:00Z
2022,7,1,625,630,-5,742,804,-22,UA,583,N823UA,LGA,ORD,116,733,6,30,2022-07-01T06:00:00Z
2022,7,1,626,629,-3,737,746,-9,YX,1316,N216JQ,JFK,BOS,44,187,6,29,2022-07-01T06:00:00Z
2022,7,1,626,630,-4,817,825,-8,AA,698,N831NN,JFK,CLT,79,541,6,30,2022-07-01T06:00:00Z
2022,7,1,626,630,-4,814,822,-8,AA,703,N580UW,EWR,CLT,76,529,6,30,2022-07-01T06:00:00Z
2022,7,1,627,630,-3,906,925,-19,UA,148,N77014,EWR,SFO,311,2565,6,30,2022-07-01T06:00:00Z
2022,7,1,627,629,-2,840,848,-8,UA,560,N33714,EWR,ATL,106,746,6,29,2022-07-01T06:00:00Z
2022,7,1,627,630,-3,918,926,-8,DL,557,N136DQ,LGA,IAH,208,1416,6,30,2022-07-01T06:00:00Z
2022,7,1,628,635,-7,926,939,-13,B6,631,N559JB,EWR,MIA,163,1085,6,35,2022-07-01T06:00:00Z
2022,7,1,628,630,-2,922,910,12,B6,771,N558JB,JFK,MCO,135,944,6,30,2022-07-01T06:00:00Z
2022,7,1,629,630,-1,832,841,-9,UA,557,N27205,LGA,DEN,225,1620,6,30,2022-07-01T06:00:00Z
2022,7,1,629,630,-1,843,855,-12,WN,775,N273WN,LGA,DAL,175,1381,6,30,2022-07-01T06:00:00Z
2022,7,1,630,630,0,908,908,0,B6,63,N905JB,LGA,MCO,138,950,6,30,2022-07-01T06:00:00Z
2022,7,1,632,639,-7,747,813,-26,YX,1283,N823MD,LGA,RIC,50,292,6,39,2022-07-01T06:00:00Z
2022,7,1,633,635,-2,904,921,-17,AA,617,N909NN,JFK,DFW,171,1391,6,35,2022-07-01T06:00:00Z
2022,7,1,634,640,-6,925,946,-21,B6,1,N571JB,JFK,FLL,147,1069,6,40,2022-07-01T06:00:00Z
2022,7,1,637,645,-8,910,936,-26,UA,538,N64844,EWR,TPA,132,997,6,45,2022-07-01T06:00:00Z
2022,7,1,639,630,9,803,800,3,UA,324,N498UA,EWR,ORD,112,719,6,30,2022-07-01T06:00:00Z
2022,7,1,640,650,-10,756,810,-14,YX,896,N725YX,EWR,ROC,46,246,6,50,2022-07-01T06:00:00Z
2022,7,1,643,644,-1,844,856,-12,UA,586,N872UA,EWR,DEN,219,1605,6,44,2022-07-01T06:00:00Z
2022,7,1,645,645,0,944,948,-4,AA,720,N963AN,JFK,FLL,155,1069,6,45,2022-07-01T06:00:00Z
2022,7,1,646,650,-4,847,913,-26,AA,626,N335SN,JFK,PHX,275,2153,6,50,2022-07-01T06:00:00Z
2022,7,1,647,650,-3,831,905,-34,DL,220,N856DN,JFK,PHX,267,2153,6,50,2022-07-01T06:00:00Z
2022,7,1,647,650,-3,931,942,-11,B6,13,N2043J,JFK,PBI,144,1028,6,50,2022-07-01T06:00:00Z
2022,7,1,647,655,-8,920,936,-16,B6,400,N962JT,EWR,LAX,304,2454,6,55,2022-07-01T06:00:00Z
2022,7,1,648,640,8,922,934,-12,AA,121,N807NN,LGA,DFW,185,1389,6,40,2022-07-01T06:00:00Z
2022,7,1,648,655,-7,809,830,-21,AA,764,N989AN,EWR,ORD,113,719,6,55,2022-07-01T06:00:00Z
2022,7,1,649,655,-6,841,906,-25,YX,1082,N438YX,LGA,DTW,83,502,6,55,2022-07-01T06:00:00Z
2022,7,1,651,659,-8,931,955,-24,UA,358,N47414,EWR,SRQ,138,1034,6,59,2022-07-01T06:00:00Z
2022,7,1,653,700,-7,930,947,-17,UA,251,N41135,EWR,MCO,132,937,7,0,2022-07-01T07:00:00Z
2022,7,1,653,659,-6,813,818,-5,YX,819,N858RW,EWR,BTV,48,266,6,59,2022-07-01T06:00:00Z
2022,7,1,654,700,-6,926,946,-20,UA,205,N461UA,EWR,AUS,188,1504,7,0,2022-07-01T07:00:00Z
2022,7,1,654,659,-5,844,903,-19,9E,962,N298PQ,JFK,DTW,85,509,6,59,2022-07-01T06:00:00Z
2022,7,1,654,659,-5,919,938,-19,AA,721,N519UW,EWR,DFW,175,1372,6,59,2022-07-01T06:00:00Z
2022,7,1,654,700,-6,817,825,-8,AA,582,N765US,LGA,DCA,47,214,7,0,2022-07-01T07:00:00Z
2022,7,1,654,659,-5,944,949,-5,B6,132,N603JB,LGA,PBI,145,1035,6,59,2022-07-01T06:00:00Z
2022,7,1,655,700,-5,932,956,-24,UA,656,N13248,EWR,PBI,140,1023,7,0,2022-07-01T07:00:00Z
2022,7,1,655,659,-4,834,857,-23,YX,1066,N115HQ,LGA,RDU,69,431,6,59,2022-07-01T06:00:00Z
2022,7,1,655,700,-5,901,916,-15,YX,1290,N214JQ,LGA,MCI,155,1107,7,0,2022-07-01T07:00:00Z
2022,7,1,656,700,-4,815,833,-18,9E,1238,N297PQ,LGA,PIT,55,335,7,0,2022-07-01T07:00:00Z
2022,7,1,657,700,-3,930,954,-24,UA,549,N38727,EWR,SNA,314,2434,7,0,2022-07-01T07:00:00Z
2022,7,1,657,659,-2,837,855,-18,NK,393,N692NK,LGA,MYR,82,563,6,59,2022-07-01T06:00:00Z
2022,7,1,657,659,-2,914,925,-11,DL,153,N357NW,LGA,ATL,109,762,6,59,2022-07-01T06:00:00Z
2022,7,1,658,700,-2,951,942,9,UA,599,N27261,EWR,IAH,202,1400,7,0,2022-07-01T07:00:00Z
2022,7,1,658,700,-2,942,955,-13,DL,560,N301NB,LGA,TPA,137,1010,7,0,2022-07-01T07:00:00Z
2022,7,1,658,700,-2,953,1007,-14,AA,313,N303RG,JFK,MIA,156,1089,7,0,2022-07-01T07:00:00Z
2022,7,1,659,700,-1,830,833,-3,UA,655,N826UA,LGA,ORD,116,733,7,0,2022-07-01T07:00:00Z
2022,7,1,659,700,-1,801,815,-14,WN,443,N8655D,LGA,BNA,102,764,7,0,2022-07-01T07:00:00Z
2022,7,1,659,659,0,943,959,-16,B6,29,N2105J,JFK,LAX,307,2475,6,59,2022-07-01T06:00:00Z
2022,7,1,700,700,0,1023,1005,18,DL,399,N390DA,LGA,MIA,157,1096,7,0,2022-07-01T07:00:00Z
2022,7,1,700,700,0,945,1009,-24,DL,612,N854DN,JFK,MIA,151,1089,7,0,2022-07-01T07:00:00Z
2022,7,1,700,700,0,823,818,5,YX,1354,N201JQ,LGA,BOS,40,184,7,0,2022-07-01T07:00:00Z
2022,7,1,701,705,-4,913,915,-2,DL,731,N828DN,EWR,ATL,102,746,7,5,2022-07-01T07:00:00Z
2022,7,1,701,705,-4,1001,1015,-14,DL,67,N862DN,JFK,SEA,333,2422,7,5,2022-07-01T07:00:00Z
2022,7,1,701,659,2,1018,1015,3,DL,90,N375DN,JFK,SLC,281,1990,6,59,2022-07-01T06:00:00Z
2022,7,1,702,659,3,902,913,-11,AA,767,N918US,EWR,PHX,269,2133,6,59,2022-07-01T06:00:00Z
2022,7,1,702,710,-8,928,915,13,B6,596,N768JB,LGA,DEN,225,1620,7,10,2022-07-01T07:00:00Z
2022,7,1,703,705,-2,931,942,-11,DL,760,N344NB,LGA,JAX,120,833,7,5,2022-07-01T07:00:00Z
2022,7,1,704,700,4,1008,1006,2,DL,460,N388DA,LGA,FLL,159,1076,7,0,2022-07-01T07:00:00Z
2022,7,1,705,700,5,1009,942,27,UA,521,N36247,LGA,IAH,210,1416,7,0,2022-07-01T07:00:00Z
2022,7,1,707,700,7,1003,1011,-8,UA,222,N483UA,EWR,FLL,152,1065,7,0,2022-07-01T07:00:00Z
2022,7,1,711,716,-5,829,838,-9,UA,167,N37471,EWR,BNA,96,748,7,16,2022-07-01T07:00:00Z
2022,7,1,711,659,12,846,852,-6,YX,999,N870RW,LGA,STL,126,888,6,59,2022-07-01T06:00:00Z
2022,7,1,712,700,12,954,944,10,DL,650,N328DN,LGA,MCO,128,950,7,0,2022-07-01T07:00:00Z
2022,7,1,713,720,-7,1000,1010,-10,NK,219,N506NK,EWR,IAH,202,1400,7,20,2022-07-01T07:00:00Z
2022,7,1,713,715,-2,1026,1030,-4,AS,4,N298AK,JFK,SEA,336,2422,7,15,2022-07-01T07:00:00Z
2022,7,1,715,630,45,855,809,46,9E,1228,N925XJ,LGA,RDU,67,431,6,30,2022-07-01T06:00:00Z
2022,7,1,716,659,17,1029,1030,-1,AA,674,N837NN,LGA,MIA,156,1096,6,59,2022-07-01T06:00:00Z
2022,7,1,717,715,2,910,919,-9,UA,572,N38451,EWR,CHS,90,628,7,15,2022-07-01T07:00:00Z
2022,7,1,720,715,5,922,920,2,WN,449,N8671D,LGA,DEN,220,1620,7,15,2022-07-01T07:00:00Z
2022,7,1,722,729,-7,902,920,-18,YX,1033,N421YX,JFK,RDU,68,427,7,29,2022-07-01T07:00:00Z
2022,7,1,722,730,-8,1005,1025,-20,AA,1,N115NN,JFK,LAX,307,2475,7,30,2022-07-01T07:00:00Z
2022,7,1,722,720,2,1025,1025,0,AS,248,N972AK,EWR,SEA,329,2402,7,20,2022-07-01T07:00:00Z
2022,7,1,722,730,-8,936,943,-7,B6,266,N507JT,JFK,SAV,101,718,7,30,2022-07-01T07:00:00Z
2022,7,1,723,716,7,917,931,-14,UA,364,N78509,EWR,PHX,276,2133,7,16,2022-07-01T07:00:00Z
2022,7,1,723,730,-7,1004,1020,-16,DL,404,N302NB,JFK,TPA,133,1005,7,30,2022-07-01T07:00:00Z
2022,7,1,723,730,-7,1017,1041,-24,B6,6,N990JL,JFK,SFO,329,2586,7,30,2022-07-01T07:00:00Z
2022,7,1,724,729,-5,1031,1036,-5,UA,339,N27255,EWR,SEA,340,2402,7,29,2022-07-01T07:00:00Z
2022,7,1,724,725,-1,934,945,-11,WN,520,N8571Z,LGA,ATL,106,762,7,25,2022-07-01T07:00:00Z
2022,7,1,724,730,-6,1043,1047,-4,AS,43,N929VA,JFK,SFO,334,2586,7,30,2022-07-01T07:00:00Z
2022,7,1,725,730,-5,839,857,-18,9E,1088,N135EV,LGA,BNA,103,764,7,30,2022-07-01T07:00:00Z
2022,7,1,725,730,-5,838,857,-19,9E,1181,N134EV,LGA,BUF,48,292,7,30,2022-07-01T07:00:00Z
2022,7,1,725,730,-5,845,844,1,B6,628,N238JB,EWR,BOS,41,200,7,30,2022-07-01T07:00:00Z
2022,7,1,726,730,-4,846,908,-22,DL,311,N139DU,LGA,ORD,109,733,7,30,2022-07-01T07:00:00Z
2022,7,1,726,729,-3,945,1001,-16,YX,915,N442YX,LGA,ATL,113,762,7,29,2022-07-01T07:00:00Z
2022,7,1,726,730,-4,951,955,-4,B6,209,N659JB,JFK,JAX,117,828,7,30,2022-07-01T07:00:00Z
2022,7,1,727,730,-3,918,909,9,AA,202,N878NN,LGA,ORD,109,733,7,30,2022-07-01T07:00:00Z
2022,7,1,730,730,0,1024,1030,-6,DL,405,N320DN,JFK,PBI,144,1028,7,30,2022-07-01T07:00:00Z
2022,7,1,730,730,0,1033,1038,-5,DL,377,N3754A,JFK,FLL,150,1069,7,30,2022-07-01T07:00:00Z
2022,7,1,730,735,-5,934,945,-11,9E,1239,N184GJ,LGA,CVG,95,585,7,35,2022-07-01T07:00:00Z
2022,7,1,730,735,-5,1029,1021,8,B6,529,N537JT,JFK,IAH,204,1417,7,35,2022-07-01T07:00:00Z
2022,7,1,730,730,0,903,901,2,B6,566,N265JB,LGA,BNA,101,764,7,30,2022-07-01T07:00:00Z
2022,7,1,733,720,13,934,936,-2,AA,278,N833NN,LGA,CLT,78,544,7,20,2022-07-01T07:00:00Z
2022,7,1,734,740,-6,1040,1048,-8,B6,186,N954JB,JFK,FLL,152,1069,7,40,2022-07-01T07:00:00Z
2022,7,1,736,740,-4,1020,1020,0,B6,288,N651JB,EWR,MCO,126,937,7,40,2022-07-01T07:00:00Z
2022,7,1,737,705,32,1034,959,35,DL,713,N132DU,LGA,PBI,151,1035,7,5,2022-07-01T07:00:00Z
2022,7,1,737,739,-2,1001,1028,-27,AA,429,N966NN,LGA,DFW,177,1389,7,39,2022-07-01T07:00:00Z
2022,7,1,739,745,-6,915,922,-7,9E,1097,N337PQ,JFK,PWM,52,273,7,45,2022-07-01T07:00:00Z
2022,7,1,740,745,-5,1038,1057,-19,DL,573,N3732J,JFK,RSW,148,1074,7,45,2022-07-01T07:00:00Z
2022,7,1,740,730,10,850,838,12,B6,159,N329JB,JFK,BOS,40,187,7,30,2022-07-01T07:00:00Z
2022,7,1,743,753,-10,859,917,-18,YX,871,N741YX,EWR,PWM,51,284,7,53,2022-07-01T07:00:00Z
2022,7,1,743,745,-2,915,929,-14,9E,1092,N905XJ,LGA,CLE,67,419,7,45,2022-07-01T07:00:00Z
2022,7,1,746,755,-9,846,921,-35,NK,347,N609NK,EWR,BNA,98,748,7,55,2022-07-01T07:00:00Z
2022,7,1,746,800,-14,858,916,-18,B6,80,N351JB,LGA,BOS,38,184,8,0,2022-07-01T08:00:00Z
2022,7,1,747,750,-3,900,912,-12,9E,1132,N304PQ,LGA,PWM,50,269,7,50,2022-07-01T07:00:00Z
2022,7,1,750,759,-9,1009,1020,-11,UA,692,N25201,LGA,DEN,238,1620,7,59,2022-07-01T07:00:00Z
2022,7,1,750,759,-9,951,1009,-18,YX,1021,N426YX,LGA,CVG,97,585,7,59,2022-07-01T07:00:00Z
2022,7,1,750,759,-9,910,921,-11,YX,786,N746YX,EWR,BOS,47,200,7,59,2022-07-01T07:00:00Z
2022,7,1,750,800,-10,907,916,-9,B6,155,N354JB,JFK,PWM,48,273,8,0,2022-07-01T08:00:00Z
2022,7,1,753,759,-6,953,1003,-10,YX,942,N108HQ,LGA,MSP,160,1020,7,59,2022-07-01T07:00:00Z
2022,7,1,754,759,-5,909,927,-18,YX,891,N733YX,EWR,ORD,111,719,7,59,2022-07-01T07:00:00Z
2022,7,1,754,800,-6,926,950,-24,9E,1126,N329PQ,JFK,RDU,68,427,8,0,2022-07-01T08:00:00Z
2022,7,1,754,759,-5,1059,1114,-15,AA,445,N342RX,LGA,MIA,160,1096,7,59,2022-07-01T07:00:00Z
2022,7,1,755,800,-5,912,938,-26,UA,648,N896UA,LGA,ORD,115,733,8,0,2022-07-01T08:00:00Z
2022,7,1,755,800,-5,908,922,-14,AA,577,N818AW,LGA,DCA,51,214,8,0,2022-07-01T08:00:00Z
2022,7,1,756,800,-4,907,923,-16,YX,1258,N207JQ,LGA,BOS,40,184,8,0,2022-07-01T08:00:00Z
2022,7,1,757,700,57,1026,955,31,DL,320,N190DN,JFK,LAX,299,2475,7,0,2022-07-01T07:00:00Z
2022,7,1,758,800,-2,949,1012,-23,DL,427,N117DU,JFK,MSY,149,1182,8,0,2022-07-01T08:00:00Z
2022,7,1,758,800,-2,947,1003,-16,DL,236,N386DN,LGA,MSP,149,1020,8,0,2022-07-01T08:00:00Z
2022,7,1,759,755,4,927,925,2,9E,1195,N478PX,LGA,MSN,121,812,7,55,2022-07-01T07:00:00Z
2022,7,1,759,805,-6,1004,1029,-25,DL,82,N3761R,LGA,DEN,221,1620,8,5,2022-07-01T08:00:00Z
2022,7,1,800,805,-5,925,939,-14,9E,1077,N197PQ,LGA,ORF,51,296,8,5,2022-07-01T08:00:00Z
2022,7,1,800,800,0,1123,1154,-31,B6,553,N661JB,JFK,BQN,188,1576,8,0,2022-07-01T08:00:00Z
2022,7,1,800,805,-5,910,928,-18,B6,738,N353JB,JFK,BUF,52,301,8,5,2022-07-01T08:00:00Z
2022,7,1,801,800,1,1010,1028,-18,DL,271,N721TW,JFK,ATL,103,760,8,0,2022-07-01T08:00:00Z
2022,7,1,801,805,-4,1146,1202,-16,DL,321,N696DL,JFK,STT,195,1623,8,5,2022-07-01T08:00:00Z
2022,7,1,801,805,-4,950,1005,-15,AA,421,N871NN,JFK,CLT,76,541,8,5,2022-07-01T08:00:00Z
2022,7,1,802,759,3,1043,1046,-3,UA,620,N13718,EWR,SAT,194,1569,7,59,2022-07-01T07:00:00Z
2022,7,1,802,759,3,950,1004,-14,UA,604,N834UA,EWR,MSY,147,1167,7,59,2022-07-01T07:00:00Z
2022,7,1,804,805,-1,1129,1203,-34,DL,197,N848DN,JFK,SJU,184,1598,8,5,2022-07-01T08:00:00Z
2022,7,1,804,805,-1,1012,1034,-22,DL,333,N704X,JFK,LAS,289,2248,8,5,2022-07-01T08:00:00Z
2022,7,1,804,755,9,1106,1105,1,AA,471,N854NN,JFK,MIA,155,1089,7,55,2022-07-01T07:00:00Z
2022,7,1,804,805,-1,913,921,-8,AA,345,N116AN,JFK,BOS,41,187,8,5,2022-07-01T08:00:00Z
2022,7,1,807,800,7,1154,1158,-4,UA,591,N66056,EWR,SJU,198,1608,8,0,2022-07-01T08:00:00Z
2022,7,1,807,810,-3,1025,1105,-40,DL,641,N123DQ,LGA,DFW,176,1389,8,10,2022-07-01T08:00:00Z
2022,7,1,807,805,2,950,1011,-21,AA,757,N185UW,LGA,CLT,81,544,8,5,2022-07-01T08:00:00Z
2022,7,1,808,729,39,922,903,19,YX,930,N872RW,LGA,PIT,57,335,7,29,2022-07-01T07:00:00Z
2022,7,1,809,759,10,1108,1035,33,UA,506,N794UA,EWR,IAH,190,1400,7,59,2022-07-01T07:00:00Z
2022,7,1,809,810,-1,1048,1115,-27,DL,201,N356NW,JFK,AUS,186,1521,8,10,2022-07-01T08:00:00Z
2022,7,1,809,810,-1,956,1021,-25,9E,1152,N935XJ,LGA,CLT,78,544,8,10,2022-07-01T08:00:00Z
2022,7,1,812,820,-8,936,947,-11,YX,909,N130HQ,JFK,DCA,56,213,8,20,2022-07-01T08:00:00Z
2022,7,1,812,815,-3,1016,1030,-14,YX,1361,N226JQ,JFK,CHS,94,636,8,15,2022-07-01T08:00:00Z
2022,7,1,812,816,-4,918,944,-26,9E,1193,N325PQ,LGA,ROC,45,254,8,16,2022-07-01T08:00:00Z
2022,7,1,813,759,14,1049,1045,4,UA,346,N17254,EWR,BZN,255,1882,7,59,2022-07-01T07:00:00Z
2022,7,1,813,815,-2,1020,1106,-46,AA,468,N958AN,EWR,DFW,171,1372,8,15,2022-07-01T08:00:00Z
2022,7,1,813,812,1,1022,1030,-8,B6,84,N273JB,LGA,JAX,113,833,8,12,2022-07-01T08:00:00Z
2022,7,1,813,820,-7,1103,1119,-16,B6,229,N986JB,JFK,LAX,311,2475,8,20,2022-07-01T08:00:00Z
2022,7,1,816,814,2,1009,1015,-6,AA,458,N189UW,EWR,CLT,77,529,8,14,2022-07-01T08:00:00Z
2022,7,1,816,820,-4,1032,1111,-39,AA,623,N950AN,JFK,DFW,175,1391,8,20,2022-07-01T08:00:00Z
2022,7,1,816,820,-4,1055,1117,-22,B6,119,N656JB,JFK,TPA,135,1005,8,20,2022-07-01T08:00:00Z
2022,7,1,817,800,17,1057,1046,11,B6,179,N594JB,JFK,MCO,131,944,8,0,2022-07-01T08:00:00Z
2022,7,1,818,820,-2,1035,1104,-29,DL,412,N133DU,JFK,JAX,112,828,8,20,2022-07-01T08:00:00Z
2022,7,1,818,805,13,1016,1018,-2,9E,1008,N930XJ,LGA,TVC,97,655,8,5,2022-07-01T08:00:00Z
2022,7,1,819,818,1,1045,1041,4,UA,183,N27251,EWR,LAS,286,2227,8,18,2022-07-01T08:00:00Z
2022,7,1,819,825,-6,958,952,6,YX,953,N867RW,LGA,RIC,57,292,8,25,2022-07-01T08:00:00Z
